"TemperatureC","Dew.PointC","Humidity","Sea.Level.PressurehPa","VisibilityKm","Wind.Direction","Wind.SpeedKm.h","Gust.SpeedKm.h","Precipitationmm","Events","Conditions","WindDirDegrees","date.time","year","month","day","hour","weekday"
1.7,-0.6,85,1021.3,14.5,"Calm","Calm",NA,NA,NA,"Clear",0,2011-01-01 00:52:00,11,1,1,0,6
2.2,-0.6,82,1021.1,12.9,"Calm","Calm",NA,NA,NA,"Clear",0,2011-01-01 01:52:00,11,1,1,1,6
2.8,-0.6,79,1020.8,12.9,"Calm","Calm",NA,NA,NA,"Partly Cloudy",0,2011-01-01 02:52:00,11,1,1,2,6
2.2,-1.1,79,1020.6,12.9,"Calm","Calm",NA,NA,NA,"Scattered Clouds",0,2011-01-01 03:52:00,11,1,1,3,6
2.8,-1.1,76,1019.8,12.9,"NNE","5.6",NA,NA,NA,"Overcast",20,2011-01-01 04:52:00,11,1,1,4,6
2.2,-1.1,79,1019.6,12.9,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2011-01-01 05:52:00,11,1,1,5,6
1.1,-1.1,85,1019.9,11.3,"Calm","Calm",NA,NA,NA,"Scattered Clouds",0,2011-01-01 06:52:00,11,1,1,6,6
2.8,-0.6,79,1019.9,12.9,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2011-01-01 07:52:00,11,1,1,7,6
6.7,3.3,79,1020.1,12.9,"Calm","Calm",NA,NA,NA,"Scattered Clouds",0,2011-01-01 08:52:00,11,1,1,8,6
10,5.6,74,1020.6,16.1,"South","16.7",NA,NA,NA,"Mostly Cloudy",190,2011-01-01 09:52:00,11,1,1,9,6
9.4,5.6,77,1020.1,16.1,"South","18.5",NA,NA,NA,"Mostly Cloudy",180,2011-01-01 10:52:00,11,1,1,10,6
11.7,7.8,77,1018.9,16.1,"South","18.5",NA,NA,NA,"Mostly Cloudy",180,2011-01-01 11:52:00,11,1,1,11,6
13.3,9.4,77,1017.9,16.1,"South","20.4",NA,NA,NA,"Mostly Cloudy",180,2011-01-01 12:52:00,11,1,1,12,6
14,10,77,1017.8,16.1,"South","18.5",NA,NA,NA,"Overcast",190,2011-01-01 13:16:00,11,1,1,13,6
14,9,72,1017.8,16.1,"SSW","20.4",NA,NA,NA,"Overcast",200,2011-01-01 13:38:00,11,1,1,13,6
14.4,9.4,72,1017.6,16.1,"SSW","18.5",NA,NA,NA,"Overcast",200,2011-01-01 13:52:00,11,1,1,13,6
12.8,8.9,77,1017.2,16.1,"South","20.4",NA,NA,NA,"Overcast",180,2011-01-01 14:52:00,11,1,1,14,6
11.7,8.9,83,1016.6,16.1,"South","20.4",NA,NA,NA,"Overcast",180,2011-01-01 15:52:00,11,1,1,15,6
12,9,82,1016.5,16.1,"South","20.4",NA,NA,NA,"Overcast",180,2011-01-01 16:01:00,11,1,1,16,6
12.8,10,83,1016.3,16.1,"South","18.5",NA,NA,NA,"Overcast",180,2011-01-01 16:52:00,11,1,1,16,6
11.1,9.4,89,1016.9,14.5,"South","18.5",NA,0,"Rain","Light Rain",180,2011-01-01 17:52:00,11,1,1,17,6
12,10,88,1016.8,16.1,"South","16.7",NA,0.01,"Rain","Light Rain",190,2011-01-01 18:18:00,11,1,1,18,6
11.7,10,89,1017.3,16.1,"South","16.7",NA,0.01,"Rain","Light Rain",190,2011-01-01 18:52:00,11,1,1,18,6
10,9,94,1016.8,12.9,"South","20.4",NA,0,NA,"Overcast",180,2011-01-01 19:19:00,11,1,1,19,6
11,9,88,1016.8,14.5,"South","18.5",NA,0,NA,"Overcast",190,2011-01-01 19:42:00,11,1,1,19,6
12.2,10.6,90,1016.9,16.1,"South","16.7",NA,0,NA,"Overcast",190,2011-01-01 19:52:00,11,1,1,19,6
11,9,88,1016.5,12.9,"South","16.7",NA,NA,NA,"Overcast",180,2011-01-01 20:07:00,11,1,1,20,6
11.1,10,93,1016.3,14.5,"South","18.5",NA,NA,NA,"Overcast",180,2011-01-01 20:52:00,11,1,1,20,6
11,9,88,1016.1,11.3,"South","18.5",NA,NA,NA,"Overcast",180,2011-01-01 21:16:00,11,1,1,21,6
11,9,88,1016.1,11.3,"South","13.0",NA,NA,NA,"Overcast",190,2011-01-01 21:30:00,11,1,1,21,6
11.1,10,93,1016.1,9.7,"SSW","14.8",NA,NA,NA,"Overcast",200,2011-01-01 21:52:00,11,1,1,21,6
12.2,11.1,93,1015.8,11.3,"SSW","13.0",NA,NA,NA,"Overcast",200,2011-01-01 22:52:00,11,1,1,22,6
14,12,88,1015.5,16.1,"SSW","20.4",NA,NA,NA,"Overcast",200,2011-01-01 23:31:00,11,1,1,23,6
14.4,12.2,87,1015.3,16.1,"SSW","20.4",NA,NA,NA,"Overcast",200,2011-01-01 23:52:00,11,1,1,23,6
13.3,11.7,90,1014.4,12.9,"South","16.7",NA,NA,NA,"Overcast",190,2011-01-02 00:52:00,11,1,2,0,0
13,12,94,1014.4,12.9,"South","16.7",NA,NA,NA,"Overcast",190,2011-01-02 01:12:00,11,1,2,1,0
12.2,11.7,97,1014.3,6.4,"South","18.5",NA,NA,NA,"Overcast",180,2011-01-02 01:52:00,11,1,2,1,0
13.9,12.8,93,1014.3,12.9,"South","14.8",NA,NA,NA,"Overcast",190,2011-01-02 02:52:00,11,1,2,2,0
13,12,94,1014.1,11.3,"South","13.0",NA,NA,NA,"Overcast",190,2011-01-02 03:00:00,11,1,2,3,0
14,13,94,1014.1,12.9,"SSW","13.0",NA,NA,NA,"Overcast",200,2011-01-02 03:31:00,11,1,2,3,0
14.4,13.3,93,1014.3,14.5,"SSW","16.7",NA,NA,NA,"Overcast",210,2011-01-02 03:52:00,11,1,2,3,0
15,13,88,1014.8,16.1,"NW","22.2",33.3,0,"Rain","Light Rain",320,2011-01-02 04:36:00,11,1,2,4,0
13,11,88,1014.8,16.1,"NNW","29.6",44.4,0,"Rain","Light Rain",330,2011-01-02 04:44:00,11,1,2,4,0
11.7,8.3,80,1014.8,16.1,"NNW","29.6",NA,0,"Rain","Light Rain",340,2011-01-02 04:52:00,11,1,2,4,0
12,8,77,1015.1,16.1,"NNW","20.4",NA,0,"Rain","Light Rain",340,2011-01-02 05:08:00,11,1,2,5,0
11.1,7.2,77,1015.5,16.1,"NNW","13.0",NA,0,NA,"Overcast",340,2011-01-02 05:52:00,11,1,2,5,0
11.1,5.6,69,1016.2,16.1,"NNW","16.7",NA,NA,NA,"Overcast",340,2011-01-02 06:52:00,11,1,2,6,0
10.6,5.6,71,1016.8,16.1,"NNW","14.8",NA,0,"Rain","Light Rain",340,2011-01-02 07:52:00,11,1,2,7,0
10,5.6,74,1017.5,16.1,"NNW","16.7",NA,0,"Rain","Light Rain",340,2011-01-02 08:52:00,11,1,2,8,0
10,6,76,1017.5,16.1,"North","14.8",NA,0.01,NA,"Overcast",350,2011-01-02 09:36:00,11,1,2,9,0
9.4,5.6,77,1017.8,16.1,"North","14.8",NA,0.01,NA,"Overcast",350,2011-01-02 09:52:00,11,1,2,9,0
9.4,4.4,71,1017.3,16.1,"North","16.7",NA,NA,NA,"Overcast",360,2011-01-02 10:52:00,11,1,2,10,0
8.9,3.3,68,1016,16.1,"North","20.4",NA,0,NA,"Overcast",10,2011-01-02 11:52:00,11,1,2,11,0
9.4,2.8,64,1015.1,16.1,"North","9.3",NA,0,NA,"Overcast",360,2011-01-02 12:52:00,11,1,2,12,0
8.9,5,77,1014.6,14.5,"North","13.0",NA,0.01,"Rain","Light Rain",350,2011-01-02 13:52:00,11,1,2,13,0
8.3,5,80,1014.8,14.5,"North","11.1",NA,0.02,"Rain","Light Rain",360,2011-01-02 14:52:00,11,1,2,14,0
7.8,3.3,73,1014.5,16.1,"North","11.1",NA,0.02,"Rain","Light Rain",360,2011-01-02 15:52:00,11,1,2,15,0
8.3,0,56,1015.3,16.1,"NNW","13.0",NA,0,NA,"Mostly Cloudy",340,2011-01-02 16:52:00,11,1,2,16,0
8.9,-1.7,48,1016,16.1,"NNW","22.2",NA,NA,NA,"Overcast",330,2011-01-02 17:52:00,11,1,2,17,0
6.7,-5,43,1017.8,16.1,"WNW","29.6",40.7,NA,NA,"Mostly Cloudy",300,2011-01-02 18:52:00,11,1,2,18,0
5.6,-6.7,41,1018.7,16.1,"NW","24.1",40.7,NA,NA,"Partly Cloudy",320,2011-01-02 19:52:00,11,1,2,19,0
4.4,-7.2,43,1019.2,16.1,"NW","22.2",NA,NA,NA,"Clear",320,2011-01-02 20:52:00,11,1,2,20,0
3.3,-7.8,45,1019.8,16.1,"NNW","20.4",NA,NA,NA,"Clear",330,2011-01-02 21:52:00,11,1,2,21,0
2.2,-8.3,46,1020.5,16.1,"NW","11.1",NA,NA,NA,"Clear",320,2011-01-02 22:52:00,11,1,2,22,0
1.7,-9.4,44,1020.7,16.1,"NNW","24.1",37,NA,NA,"Clear",330,2011-01-02 23:52:00,11,1,2,23,0
1.1,-10,44,1021.1,16.1,"NW","27.8",40.7,NA,NA,"Clear",310,2011-01-03 00:52:00,11,1,3,0,1
0.6,-10,46,1021.8,16.1,"NW","24.1",NA,NA,NA,"Clear",320,2011-01-03 01:52:00,11,1,3,1,1
0,-10.6,45,1023,16.1,"NW","22.2",33.3,NA,NA,"Clear",310,2011-01-03 02:52:00,11,1,3,2,1
-0.6,-11.1,46,1023,16.1,"NW","25.9",NA,NA,NA,"Clear",310,2011-01-03 03:52:00,11,1,3,3,1
-1.1,-10.6,49,1023.4,16.1,"NW","18.5",37,NA,NA,"Clear",320,2011-01-03 04:52:00,11,1,3,4,1
-1.7,-10.6,51,1024.2,16.1,"NW","25.9",37,NA,NA,"Clear",320,2011-01-03 05:52:00,11,1,3,5,1
-1.7,-11.1,49,1025.5,16.1,"NW","13.0",NA,NA,NA,"Clear",320,2011-01-03 06:52:00,11,1,3,6,1
-1.7,-11.1,49,1025.2,16.1,"NNW","18.5",NA,NA,NA,"Clear",340,2011-01-03 07:52:00,11,1,3,7,1
-1.1,-11.7,45,1026.6,16.1,"NW","25.9",35.2,NA,NA,"Clear",320,2011-01-03 08:52:00,11,1,3,8,1
0,-11.1,44,1027.3,16.1,"NW","16.7",33.3,NA,NA,"Clear",320,2011-01-03 09:52:00,11,1,3,9,1
1.1,-11.1,40,1027.2,16.1,"NW","22.2",37,NA,NA,"Clear",320,2011-01-03 10:52:00,11,1,3,10,1
2.2,-11.7,36,1026.3,16.1,"NW","20.4",37,NA,NA,"Partly Cloudy",320,2011-01-03 11:52:00,11,1,3,11,1
3.3,-11.1,35,1025.2,16.1,"WNW","18.5",NA,NA,NA,"Partly Cloudy",290,2011-01-03 12:52:00,11,1,3,12,1
3.9,-11.7,32,1024.4,16.1,"West","18.5",25.9,NA,NA,"Clear",280,2011-01-03 13:52:00,11,1,3,13,1
4.4,-11.7,31,1023.9,16.1,"NW","16.7",NA,NA,NA,"Partly Cloudy",310,2011-01-03 14:52:00,11,1,3,14,1
4.4,-12.2,29,1023.8,16.1,"NW","16.7",NA,NA,NA,"Partly Cloudy",320,2011-01-03 15:52:00,11,1,3,15,1
3.3,-12.8,30,1024,16.1,"WNW","14.8",NA,NA,NA,"Partly Cloudy",290,2011-01-03 16:52:00,11,1,3,16,1
2.8,-12.2,33,1024.1,16.1,"West","7.4",NA,NA,NA,"Partly Cloudy",280,2011-01-03 17:52:00,11,1,3,17,1
1.1,-8.9,48,1024.2,16.1,"Calm","Calm",NA,NA,NA,"Clear",0,2011-01-03 18:52:00,11,1,3,18,1
0.6,-8.9,50,1024.2,16.1,"SW","7.4",NA,NA,NA,"Partly Cloudy",220,2011-01-03 19:52:00,11,1,3,19,1
0,-6.1,64,1023.7,16.1,"SSW","9.3",NA,NA,NA,"Partly Cloudy",200,2011-01-03 20:52:00,11,1,3,20,1
-1.7,-7.2,67,1023.4,16.1,"South","9.3",NA,NA,NA,"Partly Cloudy",190,2011-01-03 21:52:00,11,1,3,21,1
0,-8.3,54,1023,16.1,"SSW","7.4",NA,NA,NA,"Partly Cloudy",210,2011-01-03 22:52:00,11,1,3,22,1
-1.1,-8.9,56,1022.8,16.1,"SSW","7.4",NA,NA,NA,"Scattered Clouds",210,2011-01-03 23:52:00,11,1,3,23,1
-1.1,-8.3,59,1021.9,16.1,"SSW","7.4",NA,NA,NA,"Mostly Cloudy",210,2011-01-04 00:52:00,11,1,4,0,2
-2.2,-7.8,66,1021.6,16.1,"SSW","9.3",NA,NA,NA,"Mostly Cloudy",200,2011-01-04 01:52:00,11,1,4,1,2
-1.7,-7.8,64,1021.7,16.1,"SSW","7.4",NA,NA,NA,"Mostly Cloudy",210,2011-01-04 02:52:00,11,1,4,2,2
-1.7,-7.8,64,1020.4,16.1,"SSW","5.6",NA,NA,NA,"Mostly Cloudy",200,2011-01-04 03:52:00,11,1,4,3,2
-2.8,-7.8,69,1019.7,16.1,"SSW","7.4",NA,NA,NA,"Mostly Cloudy",210,2011-01-04 04:52:00,11,1,4,4,2
-2.8,-6.7,75,1019.6,16.1,"SSW","7.4",NA,NA,NA,"Mostly Cloudy",210,2011-01-04 05:52:00,11,1,4,5,2
-2.8,-6.7,75,1019.1,16.1,"SW","9.3",NA,NA,NA,"Mostly Cloudy",220,2011-01-04 06:52:00,11,1,4,6,2
-1.7,-6.7,69,1018.8,16.1,"SSW","11.1",NA,NA,NA,"Mostly Cloudy",200,2011-01-04 07:52:00,11,1,4,7,2
-1.1,-6.7,66,1018.6,16.1,"SSW","14.8",NA,NA,NA,"Mostly Cloudy",200,2011-01-04 08:52:00,11,1,4,8,2
-0.6,-6.1,67,1018.1,16.1,"SSW","22.2",NA,NA,NA,"Overcast",210,2011-01-04 09:52:00,11,1,4,9,2
1.7,-6.7,54,1017.2,16.1,"SSW","20.4",NA,NA,NA,"Mostly Cloudy",210,2011-01-04 10:52:00,11,1,4,10,2
2.2,-6.7,52,1015.7,16.1,"South","11.1",NA,NA,NA,"Scattered Clouds",190,2011-01-04 11:52:00,11,1,4,11,2
3.3,-5,55,1013.9,16.1,"South","13.0",NA,NA,NA,"Scattered Clouds",170,2011-01-04 12:52:00,11,1,4,12,2
4.4,-5,51,1013.1,16.1,"South","14.8",NA,NA,NA,"Scattered Clouds",170,2011-01-04 13:52:00,11,1,4,13,2
5,-4.4,51,1012.4,16.1,"South","16.7",NA,NA,NA,"Partly Cloudy",180,2011-01-04 14:52:00,11,1,4,14,2
5.6,-3.9,51,1011.8,16.1,"South","16.7",NA,NA,NA,"Partly Cloudy",180,2011-01-04 15:52:00,11,1,4,15,2
5,-5,49,1011.5,16.1,"South","14.8",NA,NA,NA,"Partly Cloudy",190,2011-01-04 16:52:00,11,1,4,16,2
3.9,-6.1,49,1011.5,16.1,"SSW","13.0",NA,NA,NA,"Partly Cloudy",200,2011-01-04 17:52:00,11,1,4,17,2
3.3,-6.7,48,1011.8,16.1,"SSW","7.4",NA,NA,NA,"Clear",210,2011-01-04 18:52:00,11,1,4,18,2
3.3,-6.7,48,1012.1,16.1,"SSW","7.4",NA,NA,NA,"Clear",210,2011-01-04 19:52:00,11,1,4,19,2
1.7,-4.4,64,1012.6,16.1,"Calm","Calm",NA,NA,NA,"Clear",0,2011-01-04 20:52:00,11,1,4,20,2
1.7,-3.9,67,1012.6,16.1,"South","5.6",NA,NA,NA,"Partly Cloudy",170,2011-01-04 21:52:00,11,1,4,21,2
1.1,-3.9,70,1012.7,16.1,"South","5.6",NA,NA,NA,"Partly Cloudy",190,2011-01-04 22:52:00,11,1,4,22,2
1.1,-5,64,1012.8,16.1,"Calm","Calm",NA,NA,NA,"Partly Cloudy",0,2011-01-04 23:52:00,11,1,4,23,2
-0.6,-5,72,1013.2,16.1,"North","5.6",NA,NA,NA,"Scattered Clouds",350,2011-01-05 00:52:00,11,1,5,0,3
3.9,-6.7,46,1013.7,16.1,"NW","14.8",NA,NA,NA,"Partly Cloudy",310,2011-01-05 01:52:00,11,1,5,1,3
4.4,-7.2,43,1014.2,16.1,"NW","25.9",37,NA,NA,"Partly Cloudy",310,2011-01-05 02:52:00,11,1,5,2,3
2.8,-7.2,48,1014.3,16.1,"NW","14.8",NA,NA,NA,"Partly Cloudy",310,2011-01-05 03:52:00,11,1,5,3,3
2.2,-7.8,48,1014.5,16.1,"NNW","11.1",NA,NA,NA,"Partly Cloudy",330,2011-01-05 04:52:00,11,1,5,4,3
1.1,-8.9,48,1015.2,16.1,"NNW","14.8",NA,NA,NA,"Clear",340,2011-01-05 05:52:00,11,1,5,5,3
0,-10.6,45,1016.1,16.1,"NNW","13.0",NA,NA,NA,"Partly Cloudy",340,2011-01-05 06:52:00,11,1,5,6,3
0.6,-10.6,43,1016.8,16.1,"NNW","20.4",NA,NA,NA,"Scattered Clouds",340,2011-01-05 07:52:00,11,1,5,7,3
1.7,-10.6,40,1016.3,16.1,"NNW","22.2",NA,NA,NA,"Mostly Cloudy",340,2011-01-05 08:52:00,11,1,5,8,3
2.2,-10.6,39,1016.6,16.1,"NNW","22.2",NA,NA,NA,"Mostly Cloudy",340,2011-01-05 09:52:00,11,1,5,9,3
3.9,-11.1,33,1016.2,16.1,"NNW","22.2",NA,NA,NA,"Scattered Clouds",340,2011-01-05 10:52:00,11,1,5,10,3
4.4,-10.6,33,1015.1,16.1,"NW","22.2",NA,NA,NA,"Mostly Cloudy",320,2011-01-05 11:52:00,11,1,5,11,3
5,-10.6,32,1013.9,16.1,"North","20.4",27.8,NA,NA,"Mostly Cloudy",350,2011-01-05 12:52:00,11,1,5,12,3
5.6,-10.6,31,1012.7,16.1,"NW","13.0",25.9,NA,NA,"Scattered Clouds",320,2011-01-05 13:52:00,11,1,5,13,3
6.1,-10.6,30,1012.5,16.1,"West","13.0",NA,NA,NA,"Scattered Clouds",280,2011-01-05 14:52:00,11,1,5,14,3
5.6,-10.6,31,1012.2,16.1,"North","5.6",NA,NA,NA,"Scattered Clouds",360,2011-01-05 15:52:00,11,1,5,15,3
2.8,-10,39,1011.5,16.1,"North","13.0",NA,NA,NA,"Scattered Clouds",350,2011-01-05 16:52:00,11,1,5,16,3
2.8,-10,39,1011.8,16.1,"North","9.3",NA,NA,NA,"Partly Cloudy",360,2011-01-05 17:52:00,11,1,5,17,3
2.8,-10,39,1011.7,16.1,"ENE","7.4",NA,NA,NA,"Mostly Cloudy",70,2011-01-05 18:52:00,11,1,5,18,3
1.7,-8.3,48,1011.4,16.1,"NE","11.1",NA,NA,NA,"Mostly Cloudy",40,2011-01-05 19:52:00,11,1,5,19,3
1.1,-8.3,50,1011.1,16.1,"NE","13.0",NA,NA,NA,"Mostly Cloudy",50,2011-01-05 20:52:00,11,1,5,20,3
0,-7.8,56,1010.9,16.1,"NE","9.3",NA,NA,NA,"Scattered Clouds",50,2011-01-05 21:52:00,11,1,5,21,3
0.6,-8.9,50,1011,16.1,"Calm","Calm",NA,NA,NA,"Partly Cloudy",0,2011-01-05 22:52:00,11,1,5,22,3
0,-8.3,54,1010.5,16.1,"Calm","Calm",NA,NA,NA,"Partly Cloudy",0,2011-01-05 23:52:00,11,1,5,23,3
-1.1,-7.2,64,1010.1,16.1,"Calm","Calm",NA,NA,NA,"Clear",0,2011-01-06 00:52:00,11,1,6,0,4
-1.7,-7.2,67,1009.8,16.1,"NNE","5.6",NA,NA,NA,"Mostly Cloudy",30,2011-01-06 01:52:00,11,1,6,1,4
-1.1,-7.2,64,1009.6,16.1,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2011-01-06 02:52:00,11,1,6,2,4
-1.7,-6.7,69,1008.9,16.1,"NNE","7.4",NA,NA,NA,"Mostly Cloudy",30,2011-01-06 03:52:00,11,1,6,3,4
-1,-7,64,1008.7,16.1,"NNE","5.6",NA,NA,NA,"Overcast",30,2011-01-06 04:10:00,11,1,6,4,4
-2.2,-7.2,69,1008.5,16.1,"North","5.6",NA,NA,NA,"Overcast",10,2011-01-06 04:52:00,11,1,6,4,4
-2.2,-7.8,66,1008.4,16.1,"NE","7.4",NA,NA,NA,"Overcast",40,2011-01-06 05:52:00,11,1,6,5,4
-1.1,-7.8,61,1008.5,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2011-01-06 06:52:00,11,1,6,6,4
-1.1,-8.3,59,1008.2,16.1,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2011-01-06 07:52:00,11,1,6,7,4
0,-8.9,52,1008.2,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2011-01-06 08:52:00,11,1,6,8,4
1.1,-9.4,46,1008.2,16.1,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2011-01-06 09:52:00,11,1,6,9,4
1.7,-9.4,44,1007.6,16.1,"East","5.6",NA,NA,NA,"Scattered Clouds",100,2011-01-06 10:52:00,11,1,6,10,4
3.9,-10,36,1006.4,16.1,"Variable","5.6",NA,NA,NA,"Scattered Clouds",0,2011-01-06 11:52:00,11,1,6,11,4
3.9,-10,36,1005,16.1,"WNW","7.4",NA,NA,NA,"Scattered Clouds",300,2011-01-06 12:52:00,11,1,6,12,4
5,-9.4,35,1004.4,16.1,"West","11.1",NA,NA,NA,"Clear",280,2011-01-06 13:52:00,11,1,6,13,4
5,-9.4,35,1003.9,16.1,"Variable","11.1",NA,NA,NA,"Partly Cloudy",0,2011-01-06 14:52:00,11,1,6,14,4
3.9,-9.4,38,1003.8,16.1,"South","11.1",NA,NA,NA,"Partly Cloudy",190,2011-01-06 15:52:00,11,1,6,15,4
2.2,-6.7,52,1003.4,16.1,"South","11.1",NA,NA,NA,"Partly Cloudy",180,2011-01-06 16:52:00,11,1,6,16,4
1.7,-7.2,52,1003,16.1,"South","9.3",NA,NA,NA,"Partly Cloudy",180,2011-01-06 17:52:00,11,1,6,17,4
1.7,-6.1,57,1002.9,16.1,"South","5.6",NA,NA,NA,"Mostly Cloudy",180,2011-01-06 18:52:00,11,1,6,18,4
1.1,-7.8,52,1002.4,16.1,"SSE","11.1",NA,NA,NA,"Mostly Cloudy",160,2011-01-06 19:52:00,11,1,6,19,4
1.7,-6.1,57,1001.9,16.1,"South","14.8",NA,NA,NA,"Overcast",170,2011-01-06 20:52:00,11,1,6,20,4
1.7,-6.7,54,1001.5,16.1,"South","18.5",NA,NA,NA,"Overcast",180,2011-01-06 21:52:00,11,1,6,21,4
1.1,-6.1,59,1000.8,16.1,"SSW","13.0",NA,NA,NA,"Overcast",200,2011-01-06 22:52:00,11,1,6,22,4
1.1,-5.6,61,1000.3,16.1,"South","14.8",NA,0,"Snow","Light Snow",190,2011-01-06 23:52:00,11,1,6,23,4
1,-5,65,999.5,16.1,"South","13.0",NA,0,NA,"Overcast",180,2011-01-07 00:19:00,11,1,7,0,5
1.1,-4.4,67,999.1,16.1,"South","14.8",NA,0,NA,"Overcast",180,2011-01-07 00:52:00,11,1,7,0,5
1.1,-5,64,998,16.1,"South","13.0",NA,NA,NA,"Overcast",180,2011-01-07 01:52:00,11,1,7,1,5
1.1,-5,64,997.6,16.1,"South","14.8",NA,NA,NA,"Overcast",170,2011-01-07 02:52:00,11,1,7,2,5
0.6,-4.4,70,996.9,16.1,"SSW","9.3",NA,NA,NA,"Overcast",200,2011-01-07 03:52:00,11,1,7,3,5
1.1,-5,64,997.7,16.1,"WNW","7.4",NA,NA,NA,"Overcast",290,2011-01-07 04:52:00,11,1,7,4,5
2,-6,56,997.9,16.1,"Calm","Calm",NA,NA,"Snow","Light Snow",0,2011-01-07 05:14:00,11,1,7,5,5
1.1,-3.9,70,997.7,16.1,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-07 05:52:00,11,1,7,5,5
1.1,-4.4,67,997.9,16.1,"NW","9.3",NA,NA,NA,"Scattered Clouds",310,2011-01-07 06:52:00,11,1,7,6,5
1.1,-8.3,50,998.6,16.1,"NW","16.7",31.5,NA,NA,"Mostly Cloudy",320,2011-01-07 07:52:00,11,1,7,7,5
1.1,-8.9,48,999.1,16.1,"NW","20.4",NA,NA,NA,"Mostly Cloudy",310,2011-01-07 08:52:00,11,1,7,8,5
1.7,-10.6,40,999.1,16.1,"NW","22.2",33.3,NA,NA,"Clear",310,2011-01-07 09:52:00,11,1,7,9,5
1.1,-10.6,42,999.1,16.1,"NW","14.8",NA,NA,NA,"Overcast",310,2011-01-07 10:52:00,11,1,7,10,5
1.1,-12.2,37,998.5,16.1,"NW","16.7",NA,NA,NA,"Overcast",310,2011-01-07 11:52:00,11,1,7,11,5
1.1,-12.2,37,997.8,16.1,"WNW","18.5",NA,NA,NA,"Overcast",290,2011-01-07 12:52:00,11,1,7,12,5
1.1,-11.1,40,997.3,16.1,"North","16.7",NA,NA,NA,"Overcast",10,2011-01-07 13:52:00,11,1,7,13,5
0.6,-11.7,40,997.1,16.1,"North","11.1",NA,NA,NA,"Overcast",360,2011-01-07 14:52:00,11,1,7,14,5
1.1,-11.7,38,997.1,16.1,"North","11.1",NA,NA,NA,"Overcast",350,2011-01-07 15:52:00,11,1,7,15,5
0.6,-11.7,40,997.3,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2011-01-07 16:52:00,11,1,7,16,5
0.6,-10.6,43,997.5,16.1,"ESE","5.6",NA,NA,NA,"Mostly Cloudy",120,2011-01-07 17:52:00,11,1,7,17,5
-0.6,-9.4,52,997.8,16.1,"SE","5.6",NA,NA,NA,"Mostly Cloudy",140,2011-01-07 18:52:00,11,1,7,18,5
0,-10,48,998,16.1,"SE","7.4",NA,NA,NA,"Mostly Cloudy",130,2011-01-07 19:52:00,11,1,7,19,5
0,-10,48,998.2,16.1,"ESE","9.3",NA,NA,NA,"Mostly Cloudy",120,2011-01-07 20:52:00,11,1,7,20,5
0,-10.6,45,998,16.1,"ESE","11.1",NA,NA,NA,"Overcast",110,2011-01-07 21:52:00,11,1,7,21,5
0,-10,48,997.8,16.1,"SSE","9.3",NA,NA,NA,"Overcast",160,2011-01-07 22:52:00,11,1,7,22,5
0,-9,51,997.5,16.1,"SSE","11.1",NA,NA,NA,"Overcast",160,2011-01-07 23:38:00,11,1,7,23,5
0,-8.9,52,997.4,16.1,"SSE","11.1",NA,NA,NA,"Overcast",150,2011-01-07 23:52:00,11,1,7,23,5
0,-9,51,997.2,16.1,"SSE","9.3",NA,0,"Snow","Light Snow",160,2011-01-08 00:32:00,11,1,8,0,6
0,-8.3,54,996.9,14.5,"SSE","9.3",NA,0,"Snow","Light Snow",150,2011-01-08 00:52:00,11,1,8,0,6
0,-8,55,996.5,14.5,"SSE","5.6",NA,0,NA,"Overcast",150,2011-01-08 01:16:00,11,1,8,1,6
0,-8.3,54,996.3,16.1,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-08 01:52:00,11,1,8,1,6
0,-8,55,996.5,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2011-01-08 02:16:00,11,1,8,2,6
0,-7.8,56,996.4,14.5,"SSE","11.1",NA,0,"Snow","Light Snow",150,2011-01-08 02:52:00,11,1,8,2,6
0,-6.7,61,996.2,14.5,"SSE","11.1",NA,0,NA,"Overcast",160,2011-01-08 03:52:00,11,1,8,3,6
-0.6,-5,72,996.2,16.1,"SSE","11.1",NA,0,NA,"Overcast",160,2011-01-08 04:52:00,11,1,8,4,6
-0.6,-4.4,76,996.4,9.7,"SE","11.1",NA,0,"Snow","Light Snow",140,2011-01-08 05:52:00,11,1,8,5,6
-1,-5,75,996.5,14.5,"SE","9.3",NA,0,"Snow","Light Snow",130,2011-01-08 06:11:00,11,1,8,6,6
-1,-5,75,996.5,14.5,"SE","9.3",NA,0,"Snow","Light Snow",130,2011-01-08 06:17:00,11,1,8,6,6
-1,-5,75,996.5,14.5,"SE","9.3",NA,0,NA,"Overcast",130,2011-01-08 06:32:00,11,1,8,6,6
-1.1,-5,75,996.3,16.1,"SE","7.4",NA,0,NA,"Overcast",140,2011-01-08 06:52:00,11,1,8,6,6
