"TemperatureC","Dew.PointC","Humidity","Sea.Level.PressurehPa","VisibilityKm","Wind.Direction","Wind.SpeedKm.h","Gust.SpeedKm.h","Precipitationmm","Events","Conditions","WindDirDegrees","date.time","year","month","day","hour","weekday"
3.3,1.1,86,1020.5,9.7,"NE","9.3",NA,NA,NA,"Overcast",50,2012-02-04 22:52:00,12,2,4,22,6
3,2,93,1020.5,11.3,"North","9.3",NA,NA,NA,"Overcast",10,2012-02-04 23:25:00,12,2,4,23,6
3.3,1.1,86,1020.3,9.7,"NNW","9.3",NA,0,"Rain","Light Rain",340,2012-02-04 23:52:00,12,2,4,23,6
3,2,93,1019.9,9.7,"NNW","7.4",NA,0,NA,"Mostly Cloudy",340,2012-02-05 00:20:00,12,2,5,0,0
3.3,1.7,89,1019.7,11.3,"North","7.4",NA,0,NA,"Overcast",350,2012-02-05 00:52:00,12,2,5,0,0
3.3,1.1,86,1019.6,9.7,"NNW","5.6",NA,0,"Rain","Light Rain",340,2012-02-05 01:53:00,12,2,5,1,0
3.3,1.1,86,1019.6,11.3,"NNW","9.3",NA,0,NA,"Overcast",340,2012-02-05 02:52:00,12,2,5,2,0
3.9,0.6,79,1019.3,12.9,"NNE","13.0",NA,0,"Rain","Light Rain",20,2012-02-05 03:52:00,12,2,5,3,0
3.9,-0.6,73,1019.2,16.1,"NE","16.7",NA,0,NA,"Overcast",50,2012-02-05 04:52:00,12,2,5,4,0
3.3,-0.6,76,1019.3,16.1,"NNE","11.1",NA,0,NA,"Overcast",30,2012-02-05 05:52:00,12,2,5,5,0
3.3,-1.1,73,1019.9,16.1,"NNE","11.1",NA,NA,NA,"Overcast",20,2012-02-05 06:52:00,12,2,5,6,0
3.3,-1.7,70,1020.2,16.1,"NE","14.8",NA,NA,NA,"Overcast",40,2012-02-05 07:52:00,12,2,5,7,0
3.9,-1.7,67,1021.4,16.1,"North","18.5",NA,NA,NA,"Overcast",10,2012-02-05 08:52:00,12,2,5,8,0
3.9,-1.1,70,1021.7,16.1,"NE","13.0",NA,NA,NA,"Overcast",50,2012-02-05 09:52:00,12,2,5,9,0
4.4,-1.7,65,1022.2,16.1,"NE","13.0",NA,NA,NA,"Overcast",40,2012-02-05 10:52:00,12,2,5,10,0
5,-1.7,62,1022.2,16.1,"NE","11.1",NA,NA,NA,"Overcast",40,2012-02-05 11:52:00,12,2,5,11,0
6.1,-1.1,60,1021.8,16.1,"NNE","11.1",NA,NA,NA,"Mostly Cloudy",30,2012-02-05 12:52:00,12,2,5,12,0
6.1,-2.2,56,1021.8,16.1,"North","16.7",31.5,NA,NA,"Overcast",10,2012-02-05 13:52:00,12,2,5,13,0
6.1,-1.7,58,1021.5,16.1,"North","14.8",NA,NA,NA,"Mostly Cloudy",350,2012-02-05 14:52:00,12,2,5,14,0
7.2,-1.7,53,1021.7,16.1,"NNW","11.1",NA,NA,NA,"Scattered Clouds",330,2012-02-05 15:52:00,12,2,5,15,0
6.1,-2.8,53,1022.2,16.1,"NNW","16.7",NA,NA,NA,"Mostly Cloudy",330,2012-02-05 16:52:00,12,2,5,16,0
5.6,-3.3,53,1023,16.1,"NNW","20.4",NA,NA,NA,"Mostly Cloudy",330,2012-02-05 17:52:00,12,2,5,17,0
6,-3,53,1023.2,16.1,"NW","14.8",NA,NA,NA,"Scattered Clouds",320,2012-02-05 18:33:00,12,2,5,18,0
5,-3.3,55,1023.2,16.1,"NW","13.0",NA,NA,NA,"Partly Cloudy",320,2012-02-05 18:52:00,12,2,5,18,0
5,-2.8,57,1023.9,16.1,"WNW","7.4",NA,NA,NA,"Clear",290,2012-02-05 19:52:00,12,2,5,19,0
3.9,-2.8,62,1024.3,16.1,"West","7.4",NA,NA,NA,"Clear",280,2012-02-05 20:52:00,12,2,5,20,0
3.3,-2.2,68,1024.3,16.1,"WNW","9.3",NA,NA,NA,"Clear",290,2012-02-05 21:52:00,12,2,5,21,0
2.8,-2.8,67,1024.2,16.1,"WNW","9.3",NA,NA,NA,"Clear",290,2012-02-05 22:52:00,12,2,5,22,0
2,-2,75,1024.3,16.1,"SSW","5.6",NA,NA,NA,"Clear",210,2012-02-05 23:52:00,12,2,5,23,0
2.2,-1.7,76,1024,16.1,"Calm","Calm",NA,NA,NA,"Clear",0,2012-02-06 00:52:00,12,2,6,0,1
0.6,-2.8,78,1024.2,16.1,"SW","5.6",NA,NA,NA,"Clear",220,2012-02-06 01:52:00,12,2,6,1,1
0,-2.2,85,1024.4,16.1,"SW","7.4",NA,NA,NA,"Clear",220,2012-02-06 02:52:00,12,2,6,2,1
0,-2.8,82,1024.1,16.1,"SSW","7.4",NA,NA,NA,"Clear",210,2012-02-06 03:52:00,12,2,6,3,1
-0.6,-2.8,85,1023.9,16.1,"SSW","7.4",NA,NA,NA,"Clear",210,2012-02-06 04:52:00,12,2,6,4,1
-1.1,-3.3,85,1024.4,16.1,"SSW","7.4",NA,NA,NA,"Clear",210,2012-02-06 05:52:00,12,2,6,5,1
-0.6,-3.3,82,1024.3,16.1,"SSW","9.3",NA,NA,NA,"Partly Cloudy",210,2012-02-06 06:52:00,12,2,6,6,1
0,-2.8,82,1024.8,16.1,"SW","7.4",NA,NA,NA,"Partly Cloudy",220,2012-02-06 07:52:00,12,2,6,7,1
1.7,-1.7,78,1025.1,16.1,"SSW","7.4",NA,NA,NA,"Partly Cloudy",200,2012-02-06 08:52:00,12,2,6,8,1
4.4,-0.6,70,1025.1,16.1,"South","9.3",NA,NA,NA,"Partly Cloudy",180,2012-02-06 09:52:00,12,2,6,9,1
6.7,0,63,1024.6,16.1,"South","11.1",NA,NA,NA,"Partly Cloudy",170,2012-02-06 10:52:00,12,2,6,10,1
10,-2.8,41,1023.5,16.1,"WSW","14.8",NA,NA,NA,"Partly Cloudy",240,2012-02-06 11:52:00,12,2,6,11,1
10.6,-3.9,36,1022.2,16.1,"SW","11.1",NA,NA,NA,"Partly Cloudy",230,2012-02-06 12:52:00,12,2,6,12,1
11.7,-4.4,32,1021,16.1,"SSW","18.5",NA,NA,NA,"Scattered Clouds",200,2012-02-06 13:52:00,12,2,6,13,1
10.6,-2.8,39,1020.3,16.1,"South","22.2",NA,NA,NA,"Scattered Clouds",190,2012-02-06 14:52:00,12,2,6,14,1
10,-1,47,1020.2,16.1,"South","22.2",NA,NA,NA,"Scattered Clouds",170,2012-02-06 15:02:00,12,2,6,15,1
10.6,-1.1,44,1019.6,16.1,"South","16.7",NA,NA,NA,"Scattered Clouds",190,2012-02-06 15:52:00,12,2,6,15,1
10,-1.7,44,1019.2,16.1,"SSW","14.8",NA,NA,NA,"Partly Cloudy",200,2012-02-06 16:52:00,12,2,6,16,1
9.4,-2.8,43,1019.2,16.1,"SSW","16.7",NA,NA,NA,"Partly Cloudy",200,2012-02-06 17:52:00,12,2,6,17,1
7.8,-2.8,47,1019.3,16.1,"SW","11.1",NA,NA,NA,"Partly Cloudy",220,2012-02-06 18:52:00,12,2,6,18,1
6.7,-0.6,60,1019.1,16.1,"South","11.1",NA,NA,NA,"Partly Cloudy",190,2012-02-06 19:52:00,12,2,6,19,1
6.1,0,65,1019,16.1,"South","9.3",NA,NA,NA,"Partly Cloudy",190,2012-02-06 20:52:00,12,2,6,20,1
5.6,0,67,1019.1,16.1,"SSW","9.3",NA,NA,NA,"Clear",200,2012-02-06 21:52:00,12,2,6,21,1
5.6,0.6,70,1018.3,16.1,"SSW","13.0",NA,NA,NA,"Clear",200,2012-02-06 22:52:00,12,2,6,22,1
5,-1.7,62,1018.5,16.1,"South","9.3",NA,NA,NA,"Clear",190,2012-02-06 23:52:00,12,2,6,23,1
5.6,-1.1,62,1019,16.1,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2012-02-07 00:52:00,12,2,7,0,2
6.1,0,65,1019,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-07 01:52:00,12,2,7,1,2
5.6,0.6,70,1019.5,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-07 02:52:00,12,2,7,2,2
7.2,-2.8,49,1019.3,16.1,"WNW","5.6",NA,NA,NA,"Scattered Clouds",300,2012-02-07 03:52:00,12,2,7,3,2
7.2,-3.9,46,1019.3,16.1,"NNW","20.4",31.5,NA,NA,"Partly Cloudy",330,2012-02-07 04:52:00,12,2,7,4,2
6.7,-3.9,47,1019.5,16.1,"Calm","Calm",NA,NA,NA,"Clear",0,2012-02-07 05:52:00,12,2,7,5,2
6.1,-3.9,49,1020.3,16.1,"Variable","7.4",NA,NA,NA,"Partly Cloudy",0,2012-02-07 06:52:00,12,2,7,6,2
6.7,-3.3,49,1020.7,16.1,"Variable","5.6",NA,NA,NA,"Clear",0,2012-02-07 07:52:00,12,2,7,7,2
8.3,-2.8,46,1021.3,16.1,"North","11.1",NA,NA,NA,"Clear",360,2012-02-07 08:52:00,12,2,7,8,2
9.4,-2.2,44,1021.7,16.1,"NNW","13.0",29.6,NA,NA,"Partly Cloudy",340,2012-02-07 09:52:00,12,2,7,9,2
10.6,-1.7,43,1021.9,16.1,"NNW","22.2",NA,NA,NA,"Partly Cloudy",340,2012-02-07 10:52:00,12,2,7,10,2
11.7,-1.7,40,1021.5,16.1,"NNW","16.7",NA,NA,NA,"Partly Cloudy",330,2012-02-07 11:52:00,12,2,7,11,2
12.8,-1.1,38,1020.4,16.1,"NNW","16.7",NA,NA,NA,"Partly Cloudy",340,2012-02-07 12:52:00,12,2,7,12,2
12.8,-1.1,38,1020.3,16.1,"NW","13.0",29.6,NA,NA,"Partly Cloudy",320,2012-02-07 13:52:00,12,2,7,13,2
12.8,-1.7,37,1020.1,16.1,"NNW","16.7",NA,NA,NA,"Clear",340,2012-02-07 14:52:00,12,2,7,14,2
12.8,-1.7,37,1020.3,16.1,"NW","13.0",NA,NA,NA,"Partly Cloudy",320,2012-02-07 15:52:00,12,2,7,15,2
11.7,-1.7,40,1020.6,16.1,"North","13.0",NA,NA,NA,"Partly Cloudy",360,2012-02-07 16:52:00,12,2,7,16,2
10,-2.2,43,1021.4,16.1,"North","14.8",NA,NA,NA,"Partly Cloudy",360,2012-02-07 17:52:00,12,2,7,17,2
9.4,-1.1,48,1022,16.1,"North","9.3",NA,NA,NA,"Clear",10,2012-02-07 18:52:00,12,2,7,18,2
8.3,0.6,59,1022.4,16.1,"ENE","7.4",NA,NA,NA,"Clear",60,2012-02-07 19:52:00,12,2,7,19,2
7.2,-0.6,58,1023.3,16.1,"NE","13.0",NA,NA,NA,"Scattered Clouds",50,2012-02-07 20:52:00,12,2,7,20,2
6.7,-1.1,58,1023.4,16.1,"NNE","9.3",NA,NA,NA,"Mostly Cloudy",30,2012-02-07 21:52:00,12,2,7,21,2
5.6,-2.2,58,1023.9,16.1,"NE","14.8",NA,NA,NA,"Scattered Clouds",40,2012-02-07 22:52:00,12,2,7,22,2
5,-2.2,60,1024.5,16.1,"NNE","11.1",NA,NA,NA,"Scattered Clouds",20,2012-02-07 23:52:00,12,2,7,23,2
4.4,-1.7,65,1024.3,16.1,"NE","9.3",NA,NA,NA,"Scattered Clouds",40,2012-02-08 00:52:00,12,2,8,0,3
4.4,-1.7,65,1024.9,16.1,"Calm","Calm",NA,NA,NA,"Scattered Clouds",0,2012-02-08 01:52:00,12,2,8,1,3
3.3,-1.7,70,1024.7,16.1,"NE","9.3",NA,NA,NA,"Scattered Clouds",40,2012-02-08 02:52:00,12,2,8,2,3
3.3,-1.7,70,1024.5,16.1,"NE","5.6",NA,NA,NA,"Mostly Cloudy",50,2012-02-08 03:52:00,12,2,8,3,3
3.3,-1.7,70,1024.9,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-08 04:52:00,12,2,8,4,3
3.3,-1.7,70,1025.1,16.1,"ENE","7.4",NA,NA,NA,"Overcast",70,2012-02-08 05:52:00,12,2,8,5,3
3.3,-1.7,70,1025.2,16.1,"NE","14.8",NA,NA,NA,"Overcast",50,2012-02-08 06:52:00,12,2,8,6,3
3.3,-1.7,70,1025.2,16.1,"NE","11.1",NA,NA,NA,"Overcast",50,2012-02-08 07:52:00,12,2,8,7,3
3.9,-1.1,70,1025,16.1,"NE","14.8",NA,NA,NA,"Overcast",50,2012-02-08 08:52:00,12,2,8,8,3
4.4,-1.7,65,1025.3,16.1,"NE","14.8",NA,NA,NA,"Overcast",50,2012-02-08 09:52:00,12,2,8,9,3
5,-1,65,1024.9,16.1,"ENE","18.5",NA,NA,NA,"Overcast",60,2012-02-08 10:52:00,12,2,8,10,3
5,-1.7,62,1023.9,16.1,"East","7.4",NA,NA,NA,"Overcast",80,2012-02-08 11:52:00,12,2,8,11,3
6.1,-1.7,58,1022.4,16.1,"NNE","11.1",NA,NA,NA,"Overcast",30,2012-02-08 12:52:00,12,2,8,12,3
5.6,-1.1,62,1021.7,16.1,"NE","7.4",NA,0,"Rain","Light Rain",50,2012-02-08 13:52:00,12,2,8,13,3
5,0,70,1021.2,16.1,"NE","9.3",NA,0,"Rain","Light Rain",40,2012-02-08 14:46:00,12,2,8,14,3
5,0.6,73,1021.4,16.1,"NE","14.8",NA,0,"Rain","Light Rain",50,2012-02-08 14:52:00,12,2,8,14,3
4,0,75,1021.6,8,"NNE","5.6",NA,0.01,"Rain","Light Rain",30,2012-02-08 15:06:00,12,2,8,15,3
4,1,81,1021.2,9.7,"NE","7.4",NA,0.01,"Rain","Light Rain",50,2012-02-08 15:19:00,12,2,8,15,3
3.9,0.6,79,1021.3,8,"NNE","7.4",NA,0.04,"Rain","Light Rain",20,2012-02-08 15:52:00,12,2,8,15,3
3,1,87,1020.9,6.4,"NE","7.4",NA,0.02,"Rain","Light Rain",40,2012-02-08 16:11:00,12,2,8,16,3
3.3,1.1,86,1020.9,6.4,"NE","7.4",NA,0.04,"Rain","Light Rain",50,2012-02-08 16:52:00,12,2,8,16,3
2.8,1.1,89,1020.7,8,"ENE","7.4",NA,0.01,"Rain","Light Rain",70,2012-02-08 17:52:00,12,2,8,17,3
2.8,1.1,89,1020.8,8,"NE","9.3",NA,0.01,"Rain","Light Rain",50,2012-02-08 18:52:00,12,2,8,18,3
3,1,87,1020.9,8,"NE","9.3",NA,0.01,"Rain","Light Rain",50,2012-02-08 18:59:00,12,2,8,18,3
2.8,1.1,89,1020.9,8,"NE","7.4",NA,0.01,NA,"Light Drizzle",40,2012-02-08 19:52:00,12,2,8,19,3
3,1,87,1020.9,8,"NNW","13.0",NA,0,NA,"Light Drizzle",340,2012-02-08 20:09:00,12,2,8,20,3
3,1,87,1021.2,8,"NW","11.1",NA,0,NA,"Light Drizzle",320,2012-02-08 20:42:00,12,2,8,20,3
2.8,1.1,89,1021.1,8,"NNW","9.3",NA,0,NA,"Overcast",340,2012-02-08 20:52:00,12,2,8,20,3
3.3,1.1,86,1021.4,8,"North","9.3",NA,NA,NA,"Overcast",350,2012-02-08 21:52:00,12,2,8,21,3
3,1,87,1021.6,8,"NW","11.1",NA,NA,NA,"Overcast",320,2012-02-08 22:15:00,12,2,8,22,3
2.8,0.6,86,1021.5,11.3,"NNW","13.0",NA,NA,NA,"Overcast",330,2012-02-08 22:52:00,12,2,8,22,3
3,1,87,1021.6,12.9,"NNW","11.1",NA,NA,NA,"Overcast",340,2012-02-08 23:36:00,12,2,8,23,3
2.8,0.6,86,1021.5,12.9,"NNW","9.3",NA,NA,NA,"Overcast",330,2012-02-08 23:52:00,12,2,8,23,3
2.8,0,82,1021.4,16.1,"NNW","9.3",NA,NA,NA,"Overcast",330,2012-02-09 00:52:00,12,2,9,0,4
2,-1,81,1021.6,16.1,"WNW","9.3",NA,NA,NA,"Scattered Clouds",290,2012-02-09 01:24:00,12,2,9,1,4
2.2,-1.1,79,1021.6,16.1,"NW","18.5",NA,NA,NA,"Mostly Cloudy",320,2012-02-09 01:52:00,12,2,9,1,4
2.2,-1.7,76,1021.9,16.1,"NW","29.6",37,NA,NA,"Overcast",320,2012-02-09 02:52:00,12,2,9,2,4
1.7,-2.8,72,1022.2,16.1,"NNW","25.9",38.9,NA,NA,"Scattered Clouds",330,2012-02-09 03:52:00,12,2,9,3,4
1.1,-3.3,73,1022.3,16.1,"NNW","18.5",31.5,NA,NA,"Clear",340,2012-02-09 04:52:00,12,2,9,4,4
0.6,-3.9,72,1023,16.1,"NNW","16.7",NA,NA,NA,"Clear",330,2012-02-09 05:52:00,12,2,9,5,4
0.6,-5,66,1023.8,16.1,"NNW","16.7",NA,NA,NA,"Clear",330,2012-02-09 06:52:00,12,2,9,6,4
1.1,-5.6,61,1024.8,16.1,"NNW","14.8",NA,NA,NA,"Clear",340,2012-02-09 07:52:00,12,2,9,7,4
2.2,-6.7,52,1025.5,16.1,"NNW","14.8",33.3,NA,NA,"Clear",330,2012-02-09 08:52:00,12,2,9,8,4
3.3,-6.1,51,1025.6,16.1,"NW","14.8",31.5,NA,NA,"Clear",320,2012-02-09 09:52:00,12,2,9,9,4
4.4,-6.1,47,1025.5,16.1,"NNW","22.2",35.2,NA,NA,"Clear",340,2012-02-09 10:52:00,12,2,9,10,4
5.6,-6.1,43,1024.8,16.1,"NNW","22.2",NA,NA,NA,"Clear",340,2012-02-09 11:52:00,12,2,9,11,4
6.7,-6.1,40,1024,16.1,"NNW","20.4",33.3,NA,NA,"Partly Cloudy",330,2012-02-09 12:52:00,12,2,9,12,4
7.2,-6.7,37,1023.3,16.1,"NW","20.4",NA,NA,NA,"Partly Cloudy",320,2012-02-09 13:52:00,12,2,9,13,4
8.3,-6.1,36,1023.1,16.1,"Variable","11.1",NA,NA,NA,"Mostly Cloudy",0,2012-02-09 14:52:00,12,2,9,14,4
8.3,-7.2,33,1023.1,16.1,"NW","9.3",NA,NA,NA,"Mostly Cloudy",310,2012-02-09 15:52:00,12,2,9,15,4
7.8,-8.3,31,1023.2,16.1,"WNW","11.1",NA,NA,NA,"Partly Cloudy",290,2012-02-09 16:52:00,12,2,9,16,4
6.7,-8.3,34,1022.9,16.1,"West","7.4",NA,NA,NA,"Partly Cloudy",280,2012-02-09 17:52:00,12,2,9,17,4
6.7,-6.7,38,1023,16.1,"Calm","Calm",NA,NA,NA,"Mostly Cloudy",0,2012-02-09 18:52:00,12,2,9,18,4
5.6,-2.8,55,1022.9,16.1,"SSE","5.6",NA,NA,NA,"Mostly Cloudy",160,2012-02-09 19:52:00,12,2,9,19,4
6.1,-2.2,56,1023,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-09 20:52:00,12,2,9,20,4
5.6,-2.8,55,1023,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-09 21:52:00,12,2,9,21,4
5,-0.6,67,1022.7,16.1,"South","5.6",NA,NA,NA,"Overcast",190,2012-02-09 22:52:00,12,2,9,22,4
5,-1.7,62,1022.8,16.1,"South","5.6",NA,NA,NA,"Overcast",190,2012-02-09 23:52:00,12,2,9,23,4
4.4,-5,51,1022.6,16.1,"SSE","5.6",NA,NA,NA,"Mostly Cloudy",150,2012-02-10 00:52:00,12,2,10,0,5
4.4,-4.4,53,1022.1,16.1,"SSE","5.6",NA,NA,NA,"Scattered Clouds",160,2012-02-10 01:52:00,12,2,10,1,5
4.4,-4.4,53,1021.7,16.1,"West","5.6",NA,NA,NA,"Mostly Cloudy",260,2012-02-10 02:52:00,12,2,10,2,5
2.8,-6.1,52,1021.7,16.1,"NNW","14.8",NA,NA,NA,"Partly Cloudy",330,2012-02-10 03:52:00,12,2,10,3,5
1.1,-5.6,61,1021.9,16.1,"NNW","13.0",NA,NA,NA,"Partly Cloudy",340,2012-02-10 04:52:00,12,2,10,4,5
0.6,-6.1,61,1021.9,16.1,"North","11.1",NA,NA,NA,"Partly Cloudy",350,2012-02-10 05:52:00,12,2,10,5,5
0.6,-5.6,64,1021.8,16.1,"North","11.1",NA,NA,NA,"Mostly Cloudy",350,2012-02-10 06:52:00,12,2,10,6,5
2.2,-5.6,57,1022.1,16.1,"North","11.1",NA,NA,NA,"Mostly Cloudy",360,2012-02-10 07:52:00,12,2,10,7,5
3.9,-5.6,50,1022.1,16.1,"North","9.3",NA,NA,NA,"Overcast",10,2012-02-10 08:52:00,12,2,10,8,5
5,-6.1,45,1022.1,16.1,"North","7.4",NA,NA,NA,"Overcast",360,2012-02-10 09:52:00,12,2,10,9,5
5.6,-5.6,45,1021.5,16.1,"NE","9.3",NA,NA,NA,"Overcast",50,2012-02-10 10:52:00,12,2,10,10,5
6.1,-5.6,43,1020.1,16.1,"East","5.6",NA,NA,NA,"Overcast",100,2012-02-10 11:52:00,12,2,10,11,5
6.7,-5.6,42,1018.6,16.1,"East","5.6",NA,NA,NA,"Overcast",100,2012-02-10 12:52:00,12,2,10,12,5
7.2,-4.4,44,1017.7,16.1,"South","9.3",NA,NA,NA,"Overcast",170,2012-02-10 13:52:00,12,2,10,13,5
8.3,-4.4,41,1017.1,16.1,"SSW","16.7",NA,NA,NA,"Overcast",210,2012-02-10 14:52:00,12,2,10,14,5
7.8,-3.9,44,1016.8,16.1,"SSW","13.0",NA,NA,NA,"Overcast",200,2012-02-10 15:52:00,12,2,10,15,5
6.1,-0.6,62,1016.3,16.1,"WNW","9.3",NA,0,"Rain","Light Rain",290,2012-02-10 16:52:00,12,2,10,16,5
6.7,-1.1,58,1016.5,16.1,"Calm","Calm",NA,0,NA,"Overcast",0,2012-02-10 17:52:00,12,2,10,17,5
7.2,-0.6,58,1016.1,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-10 18:52:00,12,2,10,18,5
6.7,0.6,65,1015.1,16.1,"ENE","5.6",NA,NA,NA,"Overcast",60,2012-02-10 19:52:00,12,2,10,19,5
6.7,0.6,65,1014.8,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2012-02-10 20:52:00,12,2,10,20,5
6.1,0.6,68,1014,16.1,"East","5.6",NA,NA,NA,"Overcast",90,2012-02-10 21:52:00,12,2,10,21,5
5.6,0.6,70,1013.2,16.1,"NE","9.3",NA,NA,NA,"Overcast",40,2012-02-10 22:52:00,12,2,10,22,5
5,1.7,79,1013.1,12.9,"NNE","9.3",NA,0,"Rain","Light Rain",20,2012-02-10 23:52:00,12,2,10,23,5
4.4,1.1,79,1012.3,12.9,"NNE","13.0",NA,0,"Rain","Light Rain",20,2012-02-11 00:52:00,12,2,11,0,6
3.9,1.7,86,1011.7,9.7,"NNE","16.7",NA,0,"Rain","Light Rain",20,2012-02-11 01:52:00,12,2,11,1,6
3,2,93,1011.1,8,"NE","13.0",NA,0.02,"Rain","Light Rain",40,2012-02-11 02:29:00,12,2,11,2,6
3,1,87,1010.7,8,"NNE","14.8",NA,0.02,"Rain","Light Rain",30,2012-02-11 02:38:00,12,2,11,2,6
3.3,1.1,86,1010.5,8,"NNE","14.8",NA,0.03,"Rain","Light Rain",30,2012-02-11 02:52:00,12,2,11,2,6
3,2,93,1010.4,8,"NNE","13.0",NA,0,"Rain","Light Rain",30,2012-02-11 02:59:00,12,2,11,2,6
3,1,87,1010.4,8,"North","13.0",NA,0.02,"Rain-Snow","Light Rain",10,2012-02-11 03:36:00,12,2,11,3,6
2.8,1.1,89,1010.5,8,"NNW","18.5",NA,0.03,"Rain-Snow","Light Rain",340,2012-02-11 03:52:00,12,2,11,3,6
2,1,93,1010.4,9.7,"NNE","11.1",NA,0.02,"Snow","Light Snow",20,2012-02-11 04:29:00,12,2,11,4,6
2.2,0.6,89,1010.3,9.7,"NNE","13.0",NA,0.03,"Rain-Snow","Light Rain",20,2012-02-11 04:52:00,12,2,11,4,6
2,1,93,1010,8,"ENE","9.3",NA,0.01,"Rain-Snow","Light Rain",70,2012-02-11 05:29:00,12,2,11,5,6
2,1,93,1009.4,8,"ENE","11.1",NA,0.01,"Rain-Snow","Light Rain",70,2012-02-11 05:50:00,12,2,11,5,6
1.7,0.6,92,1009.4,8,"ENE","11.1",NA,0.01,"Rain-Snow","Light Rain",70,2012-02-11 05:52:00,12,2,11,5,6
2,1,93,1009.4,8,"ENE","9.3",NA,0,"Rain-Snow","Light Rain",60,2012-02-11 06:03:00,12,2,11,6,6
2,1,93,1009,9.7,"NE","9.3",NA,0,"Rain-Snow","Light Rain",50,2012-02-11 06:33:00,12,2,11,6,6
2.2,0.6,89,1009.1,11.3,"NE","11.1",NA,0,"Rain-Snow","Light Rain",40,2012-02-11 06:52:00,12,2,11,6,6
2,1,93,1009,11.3,"NE","9.3",NA,0,"Rain","Light Rain",40,2012-02-11 07:04:00,12,2,11,7,6
2,1,93,1008.7,8,"ENE","9.3",NA,0,NA,"Light Drizzle",60,2012-02-11 07:29:00,12,2,11,7,6
2.2,0.6,89,1008.9,8,"ENE","9.3",NA,0,NA,"Light Drizzle",60,2012-02-11 07:52:00,12,2,11,7,6
2,1,93,1009.4,9.7,"NE","7.4",NA,0,NA,"Light Drizzle",40,2012-02-11 08:23:00,12,2,11,8,6
2.8,0.6,86,1009.2,11.3,"NE","7.4",NA,0,NA,"Overcast",40,2012-02-11 08:52:00,12,2,11,8,6
3,1,87,1009,11.3,"NE","5.6",NA,NA,NA,"Overcast",40,2012-02-11 09:20:00,12,2,11,9,6
3,1,87,1009,12.9,"NNW","11.1",NA,NA,NA,"Overcast",340,2012-02-11 09:37:00,12,2,11,9,6
3.3,0.6,83,1008.8,14.5,"NNW","11.1",NA,NA,NA,"Overcast",340,2012-02-11 09:52:00,12,2,11,9,6
3,0,81,1008.7,16.1,"North","7.4",NA,0,NA,"Overcast",350,2012-02-11 10:13:00,12,2,11,10,6
3.9,0.6,79,1008.3,16.1,"NNW","11.1",NA,0,NA,"Overcast",340,2012-02-11 10:52:00,12,2,11,10,6
3.9,0.6,79,1007.2,16.1,"NNW","18.5",NA,0,"Rain","Light Rain",330,2012-02-11 11:52:00,12,2,11,11,6
4,1,81,1006.3,16.1,"NNW","18.5",NA,0,NA,"Overcast",330,2012-02-11 12:26:00,12,2,11,12,6
4.4,0.6,77,1005.8,16.1,"NNW","16.7",NA,0,"Rain","Light Rain",330,2012-02-11 12:52:00,12,2,11,12,6
4,1,81,1005.3,16.1,"NNW","16.7",NA,0,NA,"Overcast",340,2012-02-11 13:23:00,12,2,11,13,6
5,0,70,1005,16.1,"NW","16.7",NA,0,NA,"Overcast",320,2012-02-11 13:41:00,12,2,11,13,6
5,-0.6,67,1004.9,16.1,"WNW","18.5",27.8,0,NA,"Overcast",290,2012-02-11 13:52:00,12,2,11,13,6
5,-1,65,1004.6,16.1,"NW","18.5",33.3,NA,NA,"Overcast",310,2012-02-11 14:04:00,12,2,11,14,6
6,-1,61,1004.6,16.1,"NNW","20.4",33.3,NA,NA,"Overcast",330,2012-02-11 14:11:00,12,2,11,14,6
5.6,-2.2,58,1004.2,16.1,"NNW","25.9",37,NA,NA,"Mostly Cloudy",340,2012-02-11 14:52:00,12,2,11,14,6
3,-2,70,1005,3.2,"WNW","51.9",70.4,0,"Snow","Light Snow",300,2012-02-11 15:08:00,12,2,11,15,6
2,-2,75,1005,4.8,"NW","40.7",70.4,0,"Snow","Light Snow",310,2012-02-11 15:11:00,12,2,11,15,6
2,-2,75,1005.3,8,"NW","38.9",61.1,0,"Snow","Light Snow",320,2012-02-11 15:21:00,12,2,11,15,6
2,-2,75,1005.3,8,"NNW","37.0",61.1,0,"Snow","Light Snow",330,2012-02-11 15:22:00,12,2,11,15,6
2,-2,75,1005,11.3,"NNW","33.3",51.9,0,"Snow","Light Snow",330,2012-02-11 15:29:00,12,2,11,15,6
2,-2,75,1005.3,14.5,"NNW","27.8",46.3,0,"Snow","Light Snow",330,2012-02-11 15:35:00,12,2,11,15,6
1.7,-2.2,76,1005.4,8,"NNW","37.0",51.9,0,"Snow","Light Snow",330,2012-02-11 15:52:00,12,2,11,15,6
2,-3,70,1005.6,14.5,"NNW","31.5",42.6,0,"Snow","Light Snow",340,2012-02-11 16:03:00,12,2,11,16,6
